Class	Species
1475	UMGS1881
1476	UMGS1882
1477	UMGS1883
1478	UMGS1884
1479	UMGS1886
1480	UMGS1887
1481	UMGS1889
1482	UMGS1890
1483	UMGS1891
1484	UMGS1892
1485	UMGS1893
1486	UMGS1894
1487	UMGS1895
1488	UMGS1896
1489	UMGS1897
1490	UMGS1898
1491	UMGS1899
1492	UMGS190
1493	UMGS1900
1494	UMGS1901
1495	UMGS1902
1496	UMGS1903
1497	UMGS1904
1498	UMGS1905
1499	UMGS1906
1500	UMGS1907
1501	UMGS1908
1502	UMGS1909
1503	UMGS1910
1504	UMGS1911
1505	UMGS1912
1506	UMGS1913
1507	UMGS1914
1508	UMGS1915
1509	UMGS1916
1510	UMGS1917
1511	UMGS1918
1512	UMGS1919
1513	UMGS192
1514	UMGS1920
1515	UMGS1921
1516	UMGS1922
1517	UMGS1923
1518	UMGS1924
1519	UMGS1925
1520	UMGS1926
1521	UMGS1927
1522	UMGS1928
1523	UMGS1929
1524	UMGS193
1525	UMGS1930
1526	UMGS1931
1527	UMGS1932
1528	UMGS1933
1529	UMGS1934
1530	UMGS1935
1531	UMGS1936
1532	UMGS1937
1533	UMGS1938
1534	UMGS1939
1535	UMGS194
1536	UMGS1940
1537	UMGS1941
1538	UMGS1942
1539	UMGS1943
1540	UMGS1944
1541	UMGS1945
1542	UMGS1946
1543	UMGS1948
1544	UMGS1949
1545	UMGS1950
1546	UMGS1951
1547	UMGS1952
1548	UMGS1953
1549	UMGS1954
1550	UMGS1955
1551	UMGS1956
1552	UMGS1958
1553	UMGS1959
1554	UMGS196
1555	UMGS1960
1556	UMGS1962
1557	UMGS1963
1558	UMGS1964
1559	UMGS1965
1560	UMGS1966
1561	UMGS1967
1562	UMGS1968
1563	UMGS1969
1564	UMGS197
1565	UMGS1970
1566	UMGS1971
1567	UMGS1972
1568	UMGS1973
1569	UMGS1974
1570	UMGS1975
1571	UMGS1976
1572	UMGS1977
1573	UMGS1979
1574	UMGS198
1575	UMGS1980
1576	UMGS1981
1577	UMGS1982
1578	UMGS1983
1579	UMGS1984
1580	UMGS1985
1581	UMGS1986
1582	UMGS1987
1583	UMGS1988
1584	UMGS1989
1585	UMGS199
1586	UMGS1990
1587	UMGS1991
1588	UMGS1992
1589	UMGS1993
1590	UMGS1994
1591	UMGS1995
1592	UMGS1996
1593	UMGS1999
1594	UMGS2
1595	UMGS20
1596	UMGS200
1597	UMGS2000
1598	UMGS2001
1599	UMGS2002
1600	UMGS2003
1601	UMGS2004
1602	UMGS2005
1603	UMGS2006
1604	UMGS2007
1605	UMGS2008
1606	UMGS2009
1607	UMGS201
1608	UMGS2010
1609	UMGS2011
1610	UMGS2012
1611	UMGS2013
1612	UMGS2014
1613	UMGS2016
1614	UMGS2017
1615	UMGS2018
1616	UMGS2019
1617	UMGS2020
1618	UMGS2021
1619	UMGS2022
1620	UMGS2023
1621	UMGS2024
1622	UMGS2025
1623	UMGS2026
1624	UMGS2027
1625	UMGS2028
1626	UMGS2029
1627	UMGS203
1628	UMGS2030
1629	UMGS2031
1630	UMGS2032
1631	UMGS2033
1632	UMGS2034
1633	UMGS2035
1634	UMGS2036
1635	UMGS2037
1636	UMGS2038
1637	UMGS2039
1638	UMGS204
1639	UMGS2040
1640	UMGS2041
1641	UMGS2042
1642	UMGS2043
1643	UMGS2044
1644	UMGS2045
1645	UMGS2047
1646	UMGS2048
1647	UMGS2049
1648	UMGS205
1649	UMGS2050
1650	UMGS2051
1651	UMGS2052
1652	UMGS2053
1653	UMGS2054
1654	UMGS2055
1655	UMGS2056
1656	UMGS2057
1657	UMGS2058
1658	UMGS2059
1659	UMGS206
1660	UMGS2060
1661	UMGS2061
1662	UMGS2062
1663	UMGS2063
1664	UMGS2064
1665	UMGS2065
1666	UMGS2066
1667	UMGS2067
1668	UMGS2068
1669	UMGS2069
1670	UMGS207
1671	UMGS2070
1672	UMGS2071
1673	UMGS2072
1674	UMGS2073
1675	UMGS2074
1676	UMGS2075
1677	UMGS2076
1678	UMGS2078
1679	UMGS2079
1680	UMGS208
1681	UMGS209
1682	UMGS21
1683	UMGS211
1684	UMGS212
1685	UMGS213
1686	UMGS214
1687	UMGS215
1688	UMGS216
1689	UMGS218
1690	UMGS219
1691	UMGS22
1692	UMGS220
1693	UMGS221
1694	UMGS222
1695	UMGS223
1696	UMGS225
1697	UMGS227
1698	UMGS228
1699	UMGS229
1700	UMGS230
1701	UMGS231
1702	UMGS232
1703	UMGS233
1704	UMGS234
1705	UMGS235
1706	UMGS236
1707	UMGS237
1708	UMGS238
1709	UMGS239
1710	UMGS24
1711	UMGS240
1712	UMGS241
1713	UMGS242
1714	UMGS243
1715	UMGS244
1716	UMGS245
1717	UMGS247
1718	UMGS248
1719	UMGS249
1720	UMGS250
1721	UMGS251
1722	UMGS252
1723	UMGS253
1724	UMGS254
1725	UMGS255
1726	UMGS256
1727	UMGS257
1728	UMGS258
1729	UMGS259
1730	UMGS26
1731	UMGS260
1732	UMGS261
1733	UMGS262
1734	UMGS263
1735	UMGS264
1736	UMGS268
1737	UMGS269
1738	UMGS27
1739	UMGS270
1740	UMGS271
1741	UMGS272
1742	UMGS273
1743	UMGS274
1744	UMGS275
1745	UMGS276
1746	UMGS277
1747	UMGS278
1748	UMGS279
1749	UMGS280
1750	UMGS281
1751	UMGS282
1752	UMGS283
1753	UMGS284
1754	UMGS285
1755	UMGS286
1756	UMGS287
1757	UMGS288
1758	UMGS289
1759	UMGS29
1760	UMGS290
1761	UMGS291
1762	UMGS292
1763	UMGS293
1764	UMGS294
1765	UMGS295
1766	UMGS296
1767	UMGS297
1768	UMGS298
1769	UMGS299
1770	UMGS3
1771	UMGS30
1772	UMGS300
1773	UMGS301
1774	UMGS302
1775	UMGS303
1776	UMGS304
1777	UMGS305
1778	UMGS306
1779	UMGS307
1780	UMGS308
1781	UMGS309
1782	UMGS31
1783	UMGS310
1784	UMGS311
1785	UMGS312
1786	UMGS313
1787	UMGS314
1788	UMGS315
1789	UMGS316
1790	UMGS317
1791	UMGS318
1792	UMGS319
1793	UMGS32
1794	UMGS320
1795	UMGS321
1796	UMGS322
1797	UMGS323
1798	UMGS324
1799	UMGS325
1800	UMGS326
1801	UMGS327
1802	UMGS328
1803	UMGS329
1804	UMGS33
1805	UMGS331
1806	UMGS332
1807	UMGS333
1808	UMGS334
1809	UMGS335
1810	UMGS337
1811	UMGS338
1812	UMGS339
1813	UMGS34
1814	UMGS340
1815	UMGS341
1816	UMGS342
1817	UMGS343
1818	UMGS344
1819	UMGS346
1820	UMGS347
1821	UMGS349
1822	UMGS35
1823	UMGS351
1824	UMGS352
1825	UMGS353
1826	UMGS354
1827	UMGS355
1828	UMGS356
1829	UMGS357
1830	UMGS358
1831	UMGS359
1832	UMGS36
1833	UMGS360
1834	UMGS361
1835	UMGS362
1836	UMGS363
1837	UMGS364
1838	UMGS365
1839	UMGS366
1840	UMGS367
1841	UMGS368
1842	UMGS369
1843	UMGS37
1844	UMGS370
1845	UMGS372
1846	UMGS373
1847	UMGS375
1848	UMGS376
1849	UMGS377
1850	UMGS378
1851	UMGS379
1852	UMGS38
1853	UMGS380
1854	UMGS381
1855	UMGS382
1856	UMGS383
1857	UMGS384
1858	UMGS385
1859	UMGS386
1860	UMGS387
1861	UMGS388
1862	UMGS389
1863	UMGS39
1864	UMGS390
1865	UMGS391
1866	UMGS393
1867	UMGS394
1868	UMGS395
1869	UMGS396
1870	UMGS397
1871	UMGS398
1872	UMGS399
1873	UMGS4
1874	UMGS40
1875	UMGS400
1876	UMGS401
1877	UMGS402
1878	UMGS403
1879	UMGS404
1880	UMGS406
1881	UMGS407
1882	UMGS408
1883	UMGS409
1884	UMGS41
1885	UMGS410
1886	UMGS411
1887	UMGS412
1888	UMGS413
1889	UMGS414
1890	UMGS415
1891	UMGS416
1892	UMGS417
1893	UMGS418
1894	UMGS419
1895	UMGS42
1896	UMGS420
1897	UMGS421
1898	UMGS422
1899	UMGS423
1900	UMGS424
1901	UMGS425
1902	UMGS426
1903	UMGS427
1904	UMGS428
1905	UMGS429
1906	UMGS43
1907	UMGS430
1908	UMGS431
1909	UMGS432
1910	UMGS433
1911	UMGS434
1912	UMGS437
1913	UMGS438
1914	UMGS439
1915	UMGS44
1916	UMGS440
1917	UMGS441
1918	UMGS442
1919	UMGS443
1920	UMGS445
1921	UMGS446
1922	UMGS447
1923	UMGS448
1924	UMGS449
1925	UMGS45
1926	UMGS450
1927	UMGS451
1928	UMGS452
1929	UMGS453
1930	UMGS454
1931	UMGS455
1932	UMGS456
1933	UMGS457
1934	UMGS458
1935	UMGS459
1936	UMGS46
1937	UMGS460
1938	UMGS461
1939	UMGS462
1940	UMGS463
1941	UMGS464
1942	UMGS465
1943	UMGS466
1944	UMGS467
1945	UMGS468
1946	UMGS469
1947	UMGS47
1948	UMGS470
1949	UMGS471
1950	UMGS472
1951	UMGS473
1952	UMGS474
1953	UMGS475
1954	UMGS476
1955	UMGS477
1956	UMGS478
1957	UMGS479
1958	UMGS48
1959	UMGS480
1960	UMGS481
1961	UMGS482
1962	UMGS483
1963	UMGS484
1964	UMGS485
1965	UMGS486
1966	UMGS487
1967	UMGS488
1968	UMGS489
1969	UMGS49
1970	UMGS490
1971	UMGS491
1972	UMGS492
1973	UMGS493
1974	UMGS494
1975	UMGS495
1976	UMGS496
1977	UMGS498
1978	UMGS499
1979	UMGS50
1980	UMGS500
1981	UMGS501
1982	UMGS502
1983	UMGS503
1984	UMGS504
1985	UMGS505
1986	UMGS506
1987	UMGS508
1988	UMGS509
1989	UMGS51
1990	UMGS510
1991	UMGS511
1992	UMGS512
1993	UMGS513
1994	UMGS514
1995	UMGS515
1996	UMGS516
1997	UMGS517
1998	UMGS518
1999	UMGS519
2000	UMGS52
2001	UMGS520
2002	UMGS522
2003	UMGS523
2004	UMGS524
2005	UMGS525
2006	UMGS526
2007	UMGS528
2008	UMGS529
2009	UMGS53
2010	UMGS530
2011	UMGS531
2012	UMGS532
2013	UMGS533
2014	UMGS534
2015	UMGS535
2016	UMGS536
2017	UMGS537
2018	UMGS538
2019	UMGS539
2020	UMGS54
2021	UMGS540
2022	UMGS541
2023	UMGS542
2024	UMGS543
2025	UMGS544
2026	UMGS545
2027	UMGS547
2028	UMGS548
2029	UMGS549
2030	UMGS55
2031	UMGS551
2032	UMGS552
2033	UMGS553
2034	UMGS555
2035	UMGS556
2036	UMGS558
2037	UMGS559
2038	UMGS56
2039	UMGS560
2040	UMGS561
2041	UMGS562
2042	UMGS564
2043	UMGS565
2044	UMGS566
2045	UMGS567
2046	UMGS568
2047	UMGS569
2048	UMGS57
2049	UMGS570
2050	UMGS571
2051	UMGS572
2052	UMGS573
2053	UMGS574
2054	UMGS576
2055	UMGS577
2056	UMGS578
2057	UMGS579
2058	UMGS580
2059	UMGS581
2060	UMGS582
2061	UMGS583
2062	UMGS584
2063	UMGS585
2064	UMGS586
2065	UMGS587
2066	UMGS588
2067	UMGS589
2068	UMGS59
2069	UMGS590
2070	UMGS592
2071	UMGS593
2072	UMGS594
2073	UMGS595
2074	UMGS596
2075	UMGS597
2076	UMGS598
2077	UMGS599
2078	UMGS6
2079	UMGS600
2080	UMGS601
2081	UMGS602
2082	UMGS603
2083	UMGS604
2084	UMGS605
2085	UMGS606
2086	UMGS607
2087	UMGS608
2088	UMGS609
2089	UMGS61
2090	UMGS610
2091	UMGS611
2092	UMGS613
2093	UMGS615
2094	UMGS616
2095	UMGS617
2096	UMGS618
2097	UMGS619
2098	UMGS62
2099	UMGS620
2100	UMGS621
2101	UMGS622
2102	UMGS623
2103	UMGS624
2104	UMGS625
2105	UMGS626
2106	UMGS627
2107	UMGS628
2108	UMGS629
2109	UMGS63
2110	UMGS630
2111	UMGS631
2112	UMGS632
2113	UMGS633
2114	UMGS634
2115	UMGS635
2116	UMGS636
2117	UMGS637
2118	UMGS638
2119	UMGS639
2120	UMGS64
2121	UMGS640
2122	UMGS641
2123	UMGS642
2124	UMGS643
2125	UMGS644
2126	UMGS645
2127	UMGS646
2128	UMGS647
2129	UMGS648
2130	UMGS649
2131	UMGS65
2132	UMGS650
2133	UMGS651
2134	UMGS652
2135	UMGS653
2136	UMGS654
2137	UMGS655
2138	UMGS656
2139	UMGS657
2140	UMGS658
2141	UMGS659
2142	UMGS66
2143	UMGS660
2144	UMGS661
2145	UMGS662
2146	UMGS663
2147	UMGS664
2148	UMGS665
2149	UMGS666
2150	UMGS667
2151	UMGS668
2152	UMGS669
2153	UMGS670
2154	UMGS671
2155	UMGS672
2156	UMGS673
2157	UMGS674
2158	UMGS675
2159	UMGS676
2160	UMGS677
2161	UMGS678
2162	UMGS679
2163	UMGS68
2164	UMGS680
2165	UMGS681
2166	UMGS682
2167	UMGS683
2168	UMGS684
2169	UMGS685
2170	UMGS686
2171	UMGS687
2172	UMGS688
2173	UMGS689
2174	UMGS69
2175	UMGS690
2176	UMGS691
2177	UMGS692
2178	UMGS693
2179	UMGS695
2180	UMGS696
2181	UMGS697
2182	UMGS698
2183	UMGS699
2184	UMGS7
2185	UMGS70
2186	UMGS700
2187	UMGS701
2188	UMGS702
2189	UMGS704
2190	UMGS705
2191	UMGS706
2192	UMGS707
2193	UMGS708
2194	UMGS709
2195	UMGS71
2196	UMGS710
2197	UMGS711
2198	UMGS712
2199	UMGS713
2200	UMGS714
2201	UMGS715
2202	UMGS716
2203	UMGS717
2204	UMGS718
2205	UMGS719
2206	UMGS720
2207	UMGS721
2208	UMGS722
2209	UMGS723
2210	UMGS724
2211	UMGS725
2212	UMGS726
2213	UMGS727
2214	UMGS728
2215	UMGS729
2216	UMGS73
2217	UMGS730
2218	UMGS731
2219	UMGS732
2220	UMGS733
2221	UMGS734
2222	UMGS735
2223	UMGS736
2224	UMGS737
2225	UMGS738
2226	UMGS739
2227	UMGS74
2228	UMGS740
2229	UMGS741
2230	UMGS742
2231	UMGS743
2232	UMGS744
2233	UMGS745
2234	UMGS746
2235	UMGS748
2236	UMGS749
2237	UMGS75
2238	UMGS750
2239	UMGS751
2240	UMGS752
2241	UMGS753
2242	UMGS754
2243	UMGS755
2244	UMGS757
2245	UMGS758
2246	UMGS759
2247	UMGS760
2248	UMGS761
2249	UMGS762
2250	UMGS763
2251	UMGS764
2252	UMGS765
2253	UMGS766
2254	UMGS767
2255	UMGS768
2256	UMGS769
2257	UMGS77
2258	UMGS770
2259	UMGS771
2260	UMGS772
2261	UMGS773
2262	UMGS774
2263	UMGS775
2264	UMGS776
2265	UMGS777
2266	UMGS779
2267	UMGS78
2268	UMGS780
2269	UMGS781
2270	UMGS782
2271	UMGS783
2272	UMGS784
2273	UMGS785
2274	UMGS786
2275	UMGS787
2276	UMGS788
2277	UMGS789
2278	UMGS79
2279	UMGS790
2280	UMGS791
2281	UMGS792
2282	UMGS793
2283	UMGS794
2284	UMGS795
2285	UMGS796
2286	UMGS797
2287	UMGS798
2288	UMGS799
2289	UMGS8
2290	UMGS80
2291	UMGS800
2292	UMGS801
2293	UMGS802
2294	UMGS803
2295	UMGS804
2296	UMGS805
2297	UMGS806
2298	UMGS807
2299	UMGS808
2300	UMGS809
2301	UMGS81
2302	UMGS810
2303	UMGS811
2304	UMGS812
2305	UMGS813
2306	UMGS814
2307	UMGS815
2308	UMGS816
2309	UMGS817
2310	UMGS818
2311	UMGS819
2312	UMGS82
2313	UMGS820
2314	UMGS821
2315	UMGS822
2316	UMGS823
2317	UMGS824
2318	UMGS825
2319	UMGS826
2320	UMGS827
2321	UMGS828
2322	UMGS83
2323	UMGS830
2324	UMGS832
2325	UMGS833
2326	UMGS834
2327	UMGS835
2328	UMGS836
2329	UMGS837
2330	UMGS838
2331	UMGS839
2332	UMGS84
2333	UMGS840
2334	UMGS841
2335	UMGS842
2336	UMGS843
2337	UMGS844
2338	UMGS845
2339	UMGS846
2340	UMGS847
2341	UMGS848
2342	UMGS849
2343	UMGS85
2344	UMGS850
2345	UMGS851
2346	UMGS852
2347	UMGS853
2348	UMGS854
2349	UMGS855
2350	UMGS856
2351	UMGS857
2352	UMGS858
2353	UMGS859
2354	UMGS86
2355	UMGS860
2356	UMGS861
2357	UMGS863
2358	UMGS864
2359	UMGS865
2360	UMGS866
2361	UMGS867
2362	UMGS868
2363	UMGS869
2364	UMGS87
2365	UMGS870
2366	UMGS871
2367	UMGS872
2368	UMGS873
2369	UMGS874
2370	UMGS875
2371	UMGS876
2372	UMGS877
2373	UMGS878
2374	UMGS879
2375	UMGS88
2376	UMGS880
2377	UMGS881
2378	UMGS882
2379	UMGS883
2380	UMGS884
2381	UMGS885
2382	UMGS886
2383	UMGS887
2384	UMGS888
2385	UMGS889
2386	UMGS89
2387	UMGS890
2388	UMGS891
2389	UMGS892
2390	UMGS893
2391	UMGS894
2392	UMGS895
2393	UMGS896
2394	UMGS897
2395	UMGS898
2396	UMGS899
2397	UMGS9
2398	UMGS90
2399	UMGS900
2400	UMGS901
2401	UMGS902
2402	UMGS903
2403	UMGS904
2404	UMGS905
2405	UMGS906
2406	UMGS907
2407	UMGS908
2408	UMGS909
2409	UMGS91
2410	UMGS910
2411	UMGS911
2412	UMGS912
2413	UMGS913
2414	UMGS914
2415	UMGS915
2416	UMGS916
2417	UMGS917
2418	UMGS918
2419	UMGS919
2420	UMGS92
2421	UMGS920
2422	UMGS921
2423	UMGS922
2424	UMGS923
2425	UMGS925
2426	UMGS926
2427	UMGS927
2428	UMGS928
2429	UMGS929
2430	UMGS93
2431	UMGS930
2432	UMGS931
2433	UMGS932
2434	UMGS933
2435	UMGS934
2436	UMGS935
2437	UMGS937
2438	UMGS938
2439	UMGS939
2440	UMGS94
2441	UMGS940
2442	UMGS941
2443	UMGS942
2444	UMGS943
2445	UMGS944
2446	UMGS945
2447	UMGS946
2448	UMGS947
2449	UMGS948
2450	UMGS949
2451	UMGS95
2452	UMGS950
2453	UMGS951
2454	UMGS953
2455	UMGS954
2456	UMGS955
2457	UMGS956
2458	UMGS957
2459	UMGS958
2460	UMGS959
2461	UMGS96
2462	UMGS960
2463	UMGS961
2464	UMGS962
2465	UMGS963
2466	UMGS964
2467	UMGS965
2468	UMGS966
2469	UMGS967
2470	UMGS968
2471	UMGS969
2472	UMGS97
2473	UMGS970
2474	UMGS971
2475	UMGS972
2476	UMGS973
2477	UMGS974
2478	UMGS975
2479	UMGS976
2480	UMGS977
2481	UMGS978
2482	UMGS979
2483	UMGS98
2484	UMGS980
2485	UMGS981
2486	UMGS982
2487	UMGS983
2488	UMGS984
2489	UMGS985
2490	UMGS986
2491	UMGS987
2492	UMGS988
2493	UMGS989
2494	UMGS99
2495	UMGS990
2496	UMGS991
2497	UMGS992
2498	UMGS993
2499	UMGS994
2500	UMGS995
2501	UMGS996
2502	UMGS997
2503	UMGS998
2504	UMGS999
